eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6637118458747864,0.0025,0.0,0.14863811763340995,11.4422,91.154,2.884,0
0.6121631264686584,0.0025,0.0,0.01148171958621606,10.2176,102.078,3.23,1.0
0.6109598278999329,0.0025,0.0,0.11717528927703377,10.2942,101.319,3.206,2.0
0.5937187671661377,0.0025,0.0,0.08820792195438085,10.3539,100.735,3.187,3.0
0.581562876701355,0.0025,0.0,0.10385942219087742,10.3684,100.594,3.183,4.0
0.5612359642982483,0.0025,0.1504867919191043,0.08934684344928995,10.3672,100.606,3.183,5.0
0.5529530048370361,0.0025,0.29047981168032627,0.08480542195266183,10.3648,100.629,3.184,6.0
0.5384634733200073,0.0025,0.26648618134616775,0.07333304075129538,10.3632,100.645,3.184,7.0
0.5555940270423889,0.0025,0.1789598310948066,0.09490514538775008,10.3611,100.665,3.185,8.0
0.6005733013153076,0.0025,0.09758197481255393,0.14497199257405358,10.3436,100.835,3.19,9.0
0.5272336602210999,0.0025,0.29228215179819766,0.07155631715476458,10.3589,100.687,3.186,10.0
0.5248444080352783,0.0025,0.3243529554418848,0.05385234520510768,10.358,100.695,3.186,11.0
0.5347499847412109,0.0025,0.2677734710605218,0.06673725219380937,10.3556,100.719,3.187,12.0
0.5440798997879028,0.0025,0.23962307926422197,0.08637403013150735,10.3647,100.63,3.184,13.0
0.531617283821106,0.0025,0.2719215602560767,0.06050466468213045,10.3649,100.628,3.184,14.0
0.5287798047065735,0.0025,0.3147438823741362,0.06925649730951192,10.3564,100.711,3.186,15.0
0.5552715063095093,0.0025,0.2228532415409462,0.09511759891491721,10.4223,100.074,3.166,16.0
0.5453815460205078,0.0025,0.2557834132889666,0.08290196305153354,10.3516,100.757,3.188,17.0
0.5156129598617554,0.0025,0.38098539764916817,0.05691263111074269,10.3585,100.69,3.186,18.0
0.5356701016426086,0.0025,0.24929080519601696,0.07501588800380922,10.3586,100.689,3.186,19.0
0.5329418182373047,0.0025,0.2677734710605218,0.0658505798414821,10.3658,100.619,3.184,20.0
0.5734083652496338,0.0025,0.22092729492191307,0.1211413474805289,10.3732,100.548,3.181,21.0
0.5325890183448792,0.0025,0.2774881647999953,0.0657563853012407,10.3719,100.56,3.182,22.0
0.5191307067871094,0.0025,0.3084289905217366,0.06598208563211207,10.3944,100.343,3.175,23.0
0.530367374420166,0.0025,0.26535226451661237,0.07280252466722964,10.395,100.336,3.175,24.0
0.642002522945404,0.0025,0.07380739515541786,0.18346296872297158,10.4454,99.853,3.159,25.0
0.5336491465568542,0.0025,0.2677734710605218,0.07380215262178036,10.3901,100.384,3.176,26.0
0.5264675617218018,0.0025,0.30099390227187867,0.061371174434687474,10.3913,100.372,3.176,27.0
0.5429823398590088,0.0025,0.25372607947201753,0.08290523410643505,10.4097,100.195,3.17,28.0
0.5257142186164856,0.0025,0.30849969069571037,0.06817445498984934,10.4211,100.085,3.167,29.0
0.5137336254119873,0.0025,0.33131549021585516,0.057413685127507,10.4884,99.443,3.146,30.0
0.5564290881156921,0.0025,0.24676671584514231,0.10032818078537574,10.405,100.24,3.172,31.0
0.5486966967582703,0.0025,0.2557834132889666,0.09248495353376877,10.4992,99.341,3.143,32.0
0.5139250159263611,0.0025,0.33882134517133067,0.05966085955600612,10.3611,100.665,3.185,33.0
0.5287877321243286,0.0025,0.28947143216535715,0.07032250797988587,10.3614,100.662,3.185,34.0
0.5455976724624634,0.0025,0.2555982696290089,0.09102582480054802,10.3495,100.777,3.189,35.0
0.5354382991790771,0.0025,0.26229773306411586,0.07935921749241173,10.362,100.656,3.185,36.0
0.5412194132804871,0.0025,0.2555982696290089,0.08035761420815925,10.3638,100.639,3.184,37.0
0.5511547327041626,0.0025,0.24676671584514231,0.09578476484761374,10.37,100.578,3.182,38.0
0.5437591075897217,0.0025,0.25331365806510314,0.08068993364747395,10.3689,100.59,3.183,39.0
0.529733419418335,0.0025,0.30596663392312623,0.06966275445338292,10.3765,100.516,3.18,40.0
0.5420909523963928,0.0025,0.2607710380560822,0.08106042737585926,10.3707,100.572,3.182,41.0
0.5203561186790466,0.0025,0.3084289905217366,0.05406067903981342,10.3611,100.665,3.185,42.0
0.5219025611877441,0.0025,0.2973030913625292,0.06222568525221066,10.3455,100.816,3.19,43.0
0.5379686951637268,0.0025,0.27503237656350404,0.0760594578397354,10.3544,100.73,3.187,44.0
0.5288159251213074,0.0025,0.2855555533152525,0.0625410180535321,10.367,100.608,3.183,45.0
0.520599365234375,0.0025,0.31135300490857726,0.05104770230652615,10.3595,100.68,3.185,46.0
0.512494683265686,0.0025,0.3438573525980433,0.0575389801484398,10.3733,100.546,3.181,47.0
0.5747347474098206,0.0025,0.22092729492191307,0.12201606278680086,10.3652,100.625,3.184,48.0
0.5267471075057983,0.0025,0.28947143216535715,0.056161069001356013,10.3558,100.716,3.187,49.0
0.5200918912887573,0.0025,0.32011145130575613,0.05545994779407577,10.3514,100.759,3.188,50.0
0.5516424775123596,0.0025,0.2601901581821745,0.09238567042556499,10.3507,100.766,3.188,51.0
0.5733461976051331,0.0025,0.23086580985196306,0.1218711776678537,10.3576,100.699,3.186,52.0
0.5321770310401917,0.0025,0.2787671229651657,0.06649240459943205,10.3594,100.682,3.186,53.0
0.5381149649620056,0.0025,0.2809868989667775,0.07334198487685027,10.3682,100.596,3.183,54.0
0.5336032509803772,0.0025,0.2840859709430399,0.07050604719672202,10.3613,100.663,3.185,55.0
0.5464263558387756,0.0025,0.2557834132889666,0.08600212366446096,10.3658,100.619,3.184,56.0
0.5314511060714722,0.0025,0.27356428891843526,0.07228616814371037,10.3593,100.682,3.186,57.0
