eval_loss,eval_matthews_correlation,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.9198358654975891,0.6235130412994164,0.14435602914566964,17.5042,59.586,1.885,47.0
1.0804094076156616,0.6082287537654698,0.15114119463204656,17.0086,61.322,1.94,48.0
1.0293413400650024,0.605839001376474,0.1520279471620503,17.4773,59.677,1.888,49.0
1.077244758605957,0.6183257151834723,0.14807139929966184,17.1338,60.874,1.926,50.0
1.1646873950958252,0.6006286235192053,0.15623360820836096,17.5548,59.414,1.88,51.0
1.2834714651107788,0.5779057511117575,0.16458740233232058,16.8508,61.896,1.958,52.0
1.0597500801086426,0.5931328329100475,0.1579977312801211,17.4133,59.897,1.895,53.0
1.093007206916809,0.5910926879747481,0.15824095137624478,17.0359,61.224,1.937,54.0
0.9881442189216614,0.616383370327138,0.14909502495283827,17.3535,60.103,1.902,55.0
0.9021151661872864,0.5930452712523209,0.1551916100377662,16.9867,61.401,1.943,56.0
1.1586607694625854,0.6056594364604692,0.15515661411065956,17.0922,61.022,1.931,57.0
0.9736186861991882,0.605839001376474,0.15311693659450504,16.9883,61.395,1.943,58.0
1.147571325302124,0.5982632727547974,0.15419138672253543,16.9262,61.62,1.95,59.0
1.1984413862228394,0.6006236595789939,0.155280190197642,17.0307,61.242,1.938,60.0
1.1230422258377075,0.6059691562850315,0.15524669810200922,16.9669,61.473,1.945,61.0
1.2039480209350586,0.6157593279004692,0.15091667370736775,17.3585,60.086,1.901,62.0
1.1647133827209473,0.6132520976952389,0.15228088298671422,16.7995,62.085,1.964,63.0
1.1012510061264038,0.5829211024374039,0.15940175920524846,16.7969,62.095,1.965,64.0
1.1046538352966309,0.6210093223610296,0.1469497313206857,16.7652,62.212,1.968,65.0
1.1497982740402222,0.6106810410474487,0.15310496577594784,16.8586,61.868,1.957,66.0
1.2119402885437012,0.6132520976952389,0.15459287943798883,16.9,61.716,1.953,67.0
1.210130214691162,0.6181942347761422,0.15409880973691567,16.9614,61.493,1.946,68.0
1.221076488494873,0.6157364530398333,0.15199080026732653,17.2512,60.46,1.913,69.0
1.2085340023040771,0.6184055684120958,0.15118196992380395,17.0648,61.12,1.934,70.0
1.3037421703338623,0.6031932328167873,0.15667332413098276,16.9866,61.401,1.943,71.0
1.1974786520004272,0.6133109050075183,0.15283225361018488,16.8879,61.76,1.954,72.0
1.3117458820343018,0.5879759000771466,0.1632783102051981,16.8687,61.83,1.956,73.0
1.2541600465774536,0.605712540622093,0.15333296725756831,17.0382,61.215,1.937,74.0
1.3531337976455688,0.5905535987624345,0.16527046356082303,17.0943,61.015,1.93,75.0
1.2917232513427734,0.6031465729998459,0.15866428476509176,17.0279,61.253,1.938,76.0
1.2915542125701904,0.6056594364604692,0.15508660631234666,17.1272,60.897,1.927,77.0
1.2195969820022583,0.613211494270806,0.15320120750429075,17.0316,61.239,1.938,78.0
1.2155835628509521,0.6182197264087645,0.15142505035190085,17.0714,61.096,1.933,79.0
1.2298554182052612,0.6031588333778671,0.15571203670702868,16.7162,62.395,1.974,80.0
