eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.7030101418495178,0.0034,0.0,0.20364217790181205,0.20364214809948966,0.20364217790181205,0.2036421518997858,0.023319793684713458,0.023319793684713458,0.023319793684713458,0.5098606627690182,5.1605,202.112,25.385,0
0.5685705542564392,0.0034,0.4559658705975695,0.11957872702542799,0.15396242733412602,0.34158386175449074,0.11916022612744531,0.389234181463391,0.38926413563845375,0.38926413563845375,0.3438462218386562,5.1375,203.018,25.499,1.0
0.3847762942314148,0.0034,0.6085787758080726,0.039663722451101224,0.049980346974224724,0.07812231320601248,0.040292017297571016,0.3751106582517706,0.3751106582517706,0.3751106582517706,0.23849933788236008,5.1393,202.947,25.49,2.0
0.4312514364719391,0.0034,0.59561622728651,0.0834601941524736,0.09347329266933674,0.17699116154720906,0.08524179138593227,0.4008829142722058,0.4233242577425814,0.4233242577425814,0.2565094031566538,5.411,192.754,24.21,3.0
0.5075977444648743,0.0034,0.5970998520092551,0.11506511375293746,0.11506510578713817,0.27559585041469997,0.11506511661030304,0.44051496150437436,0.45014936723750826,0.45014936723750826,0.26530101733012185,5.4419,191.66,24.072,4.0
0.5861401557922363,0.0034,0.6132936088821549,0.11882677385699596,0.12613628700479135,0.2697786338189069,0.11882674025437746,0.4366559550637892,0.460616032851901,0.460616032851901,0.27539840183331676,5.1406,202.894,25.483,5.0
0.7203539609909058,0.0034,0.6024143056121172,0.1385533400487122,0.14042935537733317,0.5261979031562805,0.13855333690561017,0.44379699716128035,0.46869267151498223,0.47839960633810125,0.29317731218863596,5.1289,203.358,25.542,6.0
1.0134276151657104,0.0034,0.5854359148233064,0.15986672772428556,0.16124375517371137,0.39498230990241556,0.15723785932317788,0.48399220983534397,0.4994262131655937,0.4970238337780805,0.32298831261999295,5.1465,202.662,25.454,7.0
1.0063589811325073,0.0034,0.6034053904179437,0.15057683413917924,0.1511074197266522,0.19314875205357873,0.14980635587001007,0.47891563170561674,0.4558607129504683,0.49245283868637524,0.3107991250753251,5.163,202.014,25.373,8.0
1.0193517208099365,0.0034,0.6214080153834024,0.14520267420738558,0.14538992785976815,0.40167301893234253,0.14520264340498532,0.47514571121760785,0.4748511579803397,0.49942307304461475,0.2947227770640553,5.2074,200.291,25.156,9.0
1.076987385749817,0.0034,0.608558135506955,0.14835172988767245,0.14919014263248304,0.31467613379160564,0.1483517262873919,0.46425978468541934,0.4870191880764852,0.4968450578294154,0.3028791194130215,5.2335,199.294,25.031,10.0
