eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.703010082244873,0.0099,0.0,0.20364211829716727,0.20364213319832847,0.20364211829716727,0.2036421518997858,0.023319796656373605,0.023319796656373605,0.023319796656373605,0.5098606631861989,12.4482,83.787,2.651,0
0.5950457453727722,0.0099,0.0,0.14414797470416457,0.1441479546454586,0.24207676348448498,0.15469726745828574,0.20798639437381966,0.20798639437381966,0.20798639437381966,0.4074674089598927,12.6247,82.616,2.614,1.0
0.44825756549835205,0.0099,0.522211073949747,0.04957990449775557,0.07889083257679003,0.1621465720571913,0.05565372209420941,0.35178217302460213,0.352998237010388,0.352998237010388,0.2857258667801248,12.6104,82.709,2.617,2.0
0.4896831512451172,0.0099,0.5153742778418894,0.0872464807470144,0.11356265418952971,0.18787829885045992,0.08670561271340142,0.3827334526152034,0.39030730975903477,0.38963351670513335,0.2994252644950464,12.6114,82.703,2.617,3.0
0.48296499252319336,0.0099,0.5152912157847293,0.08301471789525543,0.12401977936136299,0.2569206455431947,0.08298731135956279,0.358465278369533,0.3799839838787992,0.37995961560641817,0.2933230214221597,12.6624,82.37,2.606,4.0
0.4789765477180481,0.0099,0.5501090458146111,0.09031489791486089,0.11666080821037636,0.12053044379212474,0.08914449608108799,0.3825181366094404,0.3983556643835594,0.3983556643835594,0.29001692050512945,12.6305,82.578,2.613,5.0
0.3839132487773895,0.0099,0.5849857536323786,0.053289559406379236,0.05328953981556691,0.10914729816326196,0.05984783412626127,0.375286005431866,0.38165198755830043,0.38165198755830043,0.24316026966982449,12.6053,82.743,2.618,6.0
0.4411182105541229,0.0099,0.5912435391119252,0.07590364426917337,0.08939159083539978,0.1901451982818283,0.0759036471265389,0.4035060088057176,0.4104748894123714,0.4090725207881697,0.25854263704013697,12.6353,82.547,2.612,7.0
0.46841129660606384,0.0099,0.5729828121767637,0.09198247186289538,0.1101215781799356,0.17315042560750793,0.09198244368927135,0.40671448447199643,0.4211398554059217,0.4222708623463419,0.2702061279018489,12.6497,82.453,2.609,8.0
0.5408983826637268,0.0099,0.5453073067742302,0.11430097112033878,0.13051818597754633,0.1732919270342047,0.11430088591369893,0.40812027788593896,0.4306259680932514,0.43212273837293097,0.29537564347315187,12.6795,82.259,2.603,9.0
0.4181036651134491,0.0099,0.633176717769807,0.0843405265821821,0.08903841840412222,0.17451946000860197,0.07748338885869643,0.4236477510232939,0.42983951013487776,0.4298300690509643,0.24106741486572286,12.6628,82.367,2.606,10.0
0.48207905888557434,0.0099,0.6113966932392818,0.09670154503185016,0.10882821405701129,0.1752243978636605,0.09462268509092174,0.4147727518863634,0.4342222317837313,0.43639790783042476,0.26365982837352564,12.6479,82.464,2.609,11.0
0.4659924805164337,0.0099,0.5931328329100475,0.10353832099718882,0.10848208500049142,0.2909335218943082,0.1035382745935727,0.42356223220509265,0.43543165476007123,0.4347612994168515,0.26056823077813646,12.5332,83.219,2.633,12.0
0.4413435757160187,0.0099,0.6374564262486978,0.08614926421630872,0.08688061009317438,0.15014864782710646,0.08231689014462248,0.42405190922794983,0.42904558235423657,0.42793018895193347,0.24601379319300298,12.6397,82.518,2.611,13.0
0.45606470108032227,0.0099,0.6332315290469769,0.09123391553059519,0.10079967935479402,0.20907064411375254,0.09061601989449841,0.41279003200252923,0.43024644152638786,0.4371821442618966,0.24450772374021887,12.5537,83.083,2.629,14.0
0.5612152218818665,0.0099,0.6271935369003752,0.11087700367431061,0.11727504802051636,0.31014592647552486,0.11008832112940481,0.43888807443726224,0.45323060043667146,0.45545626008454304,0.2599505127005916,12.6991,82.132,2.599,15.0
0.46344637870788574,0.0099,0.6465665473508779,0.09416314082314851,0.09839195965040091,0.294960618019104,0.09305024307046163,0.4302170691529258,0.4418376573896234,0.4453576696243705,0.24145974355742308,12.5351,83.206,2.633,16.0
0.5731673240661621,0.0099,0.6181942347761422,0.11672110336967532,0.12066738471863851,0.3040277294392856,0.11616534886172727,0.4339119381961072,0.45773249370110963,0.45986643901196594,0.26777020414829406,12.5794,82.913,2.623,17.0
0.5874887108802795,0.0099,0.630639817686462,0.12080302197318293,0.12241786805272624,0.24043481217490303,0.10884394553112274,0.43458529074788516,0.45498885960229174,0.4611219525828775,0.27151053558776234,12.6476,82.467,2.609,18.0
0.5215160846710205,0.0099,0.6286336357917458,0.10815154066021815,0.10935470018150112,0.3133381501488064,0.1059761746846361,0.44502278016651764,0.44878557703088534,0.4554397809852276,0.259809445796122,12.5723,82.96,2.625,19.0
0.5658521056175232,0.0099,0.6307435718195655,0.11181004969751392,0.11407798036936519,0.19134012741201062,0.11181009272943866,0.42868531453473996,0.4500640759932553,0.4535880123177135,0.25672685088088804,12.5795,82.913,2.623,20.0
0.6153462529182434,0.0099,0.6012322965668485,0.12167585370410328,0.1297671301902048,0.22633475065231323,0.12167586861955128,0.4434923227985193,0.453043790512102,0.46245605777413334,0.279007762564693,12.6195,82.65,2.615,21.0
0.7737799286842346,0.0099,0.6059691562850315,0.13186984699958806,0.13422883016593962,0.19543133974075316,0.13186980213894942,0.44771571053689224,0.4634114706701963,0.45476631263879913,0.28615148556616316,12.5555,83.071,2.628,22.0
0.6507036685943604,0.0099,0.6210093223610296,0.12269790134859677,0.12424284215812945,0.21914820990911343,0.12269792706488648,0.4453145083511409,0.44761459500858636,0.46448523408759207,0.27217832531742586,12.6267,82.603,2.614,23.0
0.6633779406547546,0.0099,0.6232164195970928,0.1309033085378681,0.13399922006700118,0.23556220845172282,0.12480431589389922,0.4526253212542595,0.45714147879387373,0.4655821837372328,0.27771683350759363,12.5968,82.799,2.62,24.0
0.7213556170463562,0.0099,0.5779057511117575,0.14329820534184012,0.14730030998019708,0.4113277062293022,0.14329816373859822,0.46566958570041544,0.4604444007958311,0.4726172443343129,0.30341235603266486,12.5746,82.945,2.624,25.0
0.7708566188812256,0.0099,0.6107363335829461,0.13108771319357337,0.13778785940738303,0.19365729888280236,0.1310876691901444,0.45517735929784786,0.46787617949158583,0.47473824395166847,0.29053216370587287,12.5496,83.111,2.63,26.0
0.9141564965248108,0.0099,0.6007621359415751,0.14648963609569254,0.15181210548335677,0.2595486685081765,0.14033790865657653,0.4486502279384502,0.457915257402352,0.46596323426001124,0.3062625360665868,12.6575,82.401,2.607,27.0
0.7161431908607483,0.0099,0.5933815828411364,0.1367428558784843,0.13674287368076443,0.34470526530192447,0.1367428821662471,0.4629230787743281,0.4530107996237002,0.4708564413605617,0.2909331793906484,12.5802,82.908,2.623,28.0
0.8241665959358215,0.0099,0.6006286235192053,0.1438782516284734,0.1454532724742225,0.2680189057632729,0.141476473437974,0.4543685823267403,0.46811797244580206,0.4535907258967626,0.30158603715492394,12.5372,83.192,2.632,29.0
0.7792927622795105,0.0099,0.6082315244746964,0.1350680125068269,0.13687872075936058,0.22414273023605347,0.13509180893262537,0.4524759373443426,0.4663960596765803,0.4730936910741098,0.2914999976265698,12.5849,82.877,2.622,30.0
0.9175365567207336,0.0099,0.5913553018113701,0.14742656259271583,0.15053089622815324,0.32063761124244106,0.14742659522383006,0.4592783878032062,0.44806555933528697,0.45274605472849694,0.3075197748138158,12.6186,82.656,2.615,31.0
0.7281172275543213,0.0099,0.6196504222850292,0.13307153007099526,0.13375689621103082,0.3627685308456421,0.13044379781556611,0.44937553905739647,0.46929121579857386,0.47509288833454655,0.28167506953289556,12.5958,82.806,2.62,32.0
0.8043352961540222,0.0099,0.6132379591518842,0.14124291426611996,0.14161099326068646,0.22432456634662767,0.13756643057098097,0.4488795472396233,0.47048928460758244,0.4790641415197757,0.29591326375481214,12.6622,82.371,2.606,33.0
0.7811414003372192,0.0099,0.6144001170695962,0.13632454053781864,0.14000412293090123,0.29156970977783203,0.13632452053625999,0.4381741595622106,0.4649081728885518,0.4639995284688725,0.28798131892019685,11.6928,89.2,2.822,34.0
0.8810544610023499,0.0099,0.6082315244746964,0.14274771427262437,0.14648970151820137,0.33988789648845275,0.1406128672831125,0.4516381692886352,0.46370750464175947,0.4798759833587776,0.29788306398661835,11.6986,89.156,2.821,35.0
0.7474737167358398,0.0099,0.5955747684873348,0.13657197764827333,0.13978276610033355,0.36229944229125977,0.1365719771339475,0.45440351774580445,0.4638111329202506,0.47444725218889766,0.294904239022893,11.768,88.63,2.804,36.0
0.8374643921852112,0.0099,0.59561622728651,0.14546963466779608,0.14546967695993107,0.4115595751338535,0.1454972060163321,0.4615014897606734,0.46002897437182316,0.48246871321790247,0.2961494169510057,11.7067,89.094,2.819,37.0
0.7267110347747803,0.0099,0.6315989853105913,0.13255263723554458,0.13364264868514134,0.3587026000022888,0.12692340085513296,0.4416682417234105,0.4679214701007624,0.4762902922001029,0.28138782913280097,11.8677,87.885,2.781,38.0
0.9188902974128723,0.0099,0.5689090675873649,0.1548910020981859,0.15811487598378615,0.25700086677396616,0.15489096032350202,0.45485183209943114,0.45904839256416724,0.47743401577078304,0.327016537319048,11.8636,87.916,2.782,39.0
0.9118833541870117,0.0099,0.5990959947222882,0.14405851573294903,0.14802057270656233,0.39276740948359173,0.14405847835860797,0.458697270501812,0.44447870933244327,0.4659106153001408,0.3019971183867071,12.605,82.745,2.618,40.0
0.8397594690322876,0.0099,0.605712540622093,0.1426882342089857,0.14393476681743167,0.28531437714894614,0.1426882280942235,0.45183948289785086,0.44908830488798474,0.48447475704591736,0.29682607004153116,12.6161,82.672,2.616,41.0
0.8582508563995361,0.0099,0.6112042583542696,0.1413957446327831,0.14149136668303758,0.3546367287635803,0.14141577350784698,0.46112714128712295,0.4718582813402787,0.4754548411252836,0.29180118254749166,12.6253,82.612,2.614,42.0
0.8623335957527161,0.0099,0.6281597157868146,0.1364796269088555,0.13682596038956438,0.3461235960324605,0.1339857781722013,0.459431245110479,0.4642945993360055,0.45645584340369516,0.2858196527604921,12.634,82.555,2.612,43.0
0.8346128463745117,0.0099,0.6057667685387335,0.14273896896256236,0.14534880369048914,0.409612170287541,0.14276924532189011,0.451810132364432,0.4576579199224407,0.48064469529493525,0.29196731442599577,12.6124,82.697,2.616,44.0
1.0072556734085083,0.0099,0.6135845059453029,0.1423415535362661,0.14684219566894446,0.28725435998704696,0.14114320855355558,0.47002691084688364,0.4651102308012253,0.4625882106936954,0.2965453699775354,12.6134,82.69,2.616,45.0
0.8509867787361145,0.0099,0.6281691768918801,0.1357060615991243,0.13693262543886445,0.38112090135875504,0.13445171288081578,0.44589091867358244,0.45254572775511204,0.4749231031928556,0.28309280383808194,12.67,82.32,2.605,46.0
0.8214119672775269,0.0099,0.6158979909555603,0.13779910470243842,0.13958129743308326,0.4091628074645996,0.13779902989660903,0.4599187363651399,0.45110179415236645,0.47858423767452896,0.287430154293901,12.5717,82.964,2.625,47.0
0.9568778276443481,0.0099,0.6182836522279034,0.14295021839589883,0.1432103914000435,0.31323585907618207,0.14007154127095373,0.46830197643131427,0.4680355502009857,0.474297173778514,0.2962764687207291,12.5691,82.981,2.625,48.0
0.8462638854980469,0.0099,0.6454933691830679,0.1355592736461819,0.1378817397976974,0.3498285737904635,0.12818031268746147,0.46227294288347565,0.46306028852985137,0.47663265894223383,0.2788275411922091,12.6179,82.66,2.615,49.0
0.977144181728363,0.0099,0.6206837048829764,0.14188687016157042,0.14316096889336832,0.4969580372174581,0.14188685513182775,0.46908981648207126,0.4719934121705592,0.4673484060927992,0.28974740540055727,12.5601,83.04,2.627,50.0
1.060523271560669,0.0099,0.6334207314559608,0.1409470470959708,0.14161138130465303,0.42488346497217816,0.1399852120864883,0.46054118876921907,0.44261704412237945,0.46584980295710005,0.2877009548903086,12.5473,83.125,2.63,51.0
0.8911829590797424,0.0099,0.630705998012026,0.13654711176770756,0.14024526738570173,0.3129618366559347,0.13513138944556363,0.46645171915027606,0.4683718231872928,0.4826584612961398,0.2856549857420055,12.553,83.088,2.629,52.0
0.9329748749732971,0.0099,0.6107363335829461,0.14573619538277022,0.1484063774382353,0.408970574537913,0.14573621812739967,0.4775696040231945,0.4717569188428771,0.4845996396068068,0.2974036578607188,12.5284,83.251,2.634,53.0
0.8933008313179016,0.0099,0.6281691768918801,0.13630211987637145,0.13833882431475106,0.39531950517134234,0.13332893932997208,0.4684824803509774,0.4626339713339382,0.4756887507267244,0.28505607592860815,12.4861,83.533,2.643,54.0
0.8458037972450256,0.0099,0.6239164540479953,0.1363971587109772,0.13912729971059032,0.435505781854902,0.1363970853909779,0.4689559591243334,0.45764233978435037,0.4810138293816543,0.28462896394366116,12.5286,83.249,2.634,55.0
0.8973578214645386,0.0099,0.6157593279004692,0.14093304029018516,0.14093300837263098,0.27520862450966466,0.14003439649068042,0.46560313284652943,0.46914159704633374,0.48083176213030443,0.29270677641627124,12.4638,83.682,2.648,56.0
1.0288673639297485,0.0099,0.6107991646384716,0.14927300573652563,0.14962442933821962,0.3054223457972209,0.14597473762865149,0.46944053264884356,0.4425008294983737,0.48184845440930835,0.3021380611684331,12.4829,83.555,2.644,57.0
0.9830831289291382,0.0099,0.6106810410474487,0.1460797030082256,0.14741300564933002,0.36623300313949586,0.14526028281090245,0.467168514871515,0.4626360892056829,0.48192479522181475,0.2991619409209406,12.4646,83.677,2.647,58.0
0.994637668132782,0.0099,0.5984526331231564,0.1489360907390956,0.14893610173481858,0.5478192501597934,0.14893605976525343,0.46676114136701674,0.4590347711724601,0.47155924054949255,0.3002678554955606,12.5034,83.417,2.639,59.0
1.09783935546875,0.0099,0.6031431608368663,0.15032182883896286,0.15078956294616852,0.32076160113016766,0.15011974057666636,0.461221936323964,0.43973079866774456,0.47328221897776923,0.3075115965974608,12.5943,82.815,2.62,60.0
0.9092803001403809,0.0099,0.6206837048829764,0.145944726775728,0.14640864556876734,0.3086901221956525,0.14180125234682517,0.4713617214131065,0.47372168856324953,0.4844865358744017,0.2969040723177602,12.46,83.708,2.648,61.0
0.9365014433860779,0.0099,0.6107363335829461,0.14404292668957958,0.14552525920018355,0.24941275119781492,0.14404291063118532,0.4666801981037861,0.46361725812203414,0.4610273204440835,0.29687445187126266,12.5358,83.202,2.632,62.0
0.9540063142776489,0.0099,0.6214080153834024,0.14282258582138035,0.14484545697207174,0.1881731911139055,0.1428226284532739,0.4748117058978543,0.46018965220846764,0.46571353214037803,0.2937186490194601,12.4266,83.933,2.656,63.0
0.9694966077804565,0.0099,0.6031588333778671,0.15157351969301072,0.15157354559904734,0.41292017698287964,0.14753770856820728,0.48195936887160595,0.4682260979280335,0.4801033812469278,0.3051554366159864,12.4502,83.774,2.651,64.0
1.0107074975967407,0.0099,0.5930452712523209,0.15461716001580117,0.15461718183703282,0.5636153871362859,0.1509478434505993,0.4763731704968001,0.46284120384169863,0.45326836250645336,0.30846849394258413,12.4771,83.593,2.645,65.0
0.9877638220787048,0.0099,0.5957317644481708,0.15213931281180298,0.15271504912418263,0.3921764691670736,0.15213932384123396,0.47733198588347286,0.4648679911965187,0.47057897850637653,0.3076695816151474,12.509,83.38,2.638,66.0
