eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6436998844146729,0.0044,0.0,0.10137309804058715,0.21828076243400574,-0.002461184049025178,12.9521,80.528,2.548,0
0.509939432144165,0.0044,0.3699984876637232,0.07536910261426656,0.3501548767089844,-0.0066047473810613155,17.1172,60.933,1.928,1.0
0.4458131790161133,0.0044,0.5539071609472526,0.07291402278444797,0.5816270112991333,-0.0111705856397748,17.381,60.008,1.899,2.0
0.45558056235313416,0.0044,0.5515294062595535,0.08380661286192223,0.727658212184906,-0.007487165275961161,17.215,60.587,1.917,3.0
0.49012815952301025,0.0044,0.5494635525532273,0.09456410063993212,0.8308560252189636,-0.009749661199748516,17.2662,60.407,1.911,4.0
0.4365715980529785,0.0044,0.5968132089388344,0.08083847156535628,0.8892483711242676,-0.007131507154554129,17.4406,59.803,1.892,5.0
0.4044722020626068,0.0044,0.5830726622277062,0.07301065431459525,0.9439314007759094,-0.00597980385646224,17.0812,61.061,1.932,6.0
0.4464167356491089,0.0044,0.5958164600267423,0.09200832907785506,0.9855002164840698,-0.007476389408111572,17.4385,59.81,1.892,7.0
0.45773547887802124,0.0044,0.5855108661181546,0.09483759046629543,1.0076485872268677,-0.008963464759290218,16.8989,61.72,1.953,8.0
0.5126694440841675,0.0044,0.5727393770243,0.11081168064106461,1.025510311126709,-0.010390629991889,17.4023,59.935,1.896,9.0
0.4657610058784485,0.0044,0.5803450615832939,0.10209704519804004,1.0359877347946167,-0.008353333920240402,16.8632,61.851,1.957,10.0
0.46827471256256104,0.0044,0.6006974680936171,0.1043105144857332,1.0354868173599243,-0.006589313503354788,17.236,60.513,1.915,11.0
0.47987842559814453,0.0044,0.6082908934943049,0.10690994842169038,1.0381218194961548,-0.0062780678272247314,16.8883,61.759,1.954,12.0
0.5231552720069885,0.0044,0.6234124534066398,0.11294663895353721,1.0282841920852661,-0.003470415947958827,17.0253,61.262,1.938,13.0
0.5061650276184082,0.0044,0.608558135506955,0.11158782363737987,1.0214093923568726,-0.005328602623194456,16.9537,61.521,1.946,14.0
0.7059988379478455,0.0044,0.5584733161070394,0.14804167304034432,1.0207158327102661,-0.006186685059219599,16.9446,61.554,1.948,15.0
0.5693738460540771,0.0044,0.5676767849560254,0.12595226392078496,1.0155609846115112,-0.006557333283126354,16.9772,61.435,1.944,16.0
0.579777717590332,0.0044,0.5983328874760194,0.1239053288105007,1.018839955329895,-0.007432037033140659,16.9145,61.663,1.951,17.0
0.6282677054405212,0.0044,0.5804530426643317,0.13510035176976642,1.0184381008148193,-0.007524106651544571,17.2274,60.543,1.916,18.0
0.5895206928253174,0.0044,0.5934048733741295,0.12645624467990546,1.0210661888122559,-0.0072310930117964745,16.8035,62.07,1.964,19.0
0.5772236585617065,0.0044,0.6006974680936171,0.12251524008589074,1.0213900804519653,-0.007047527935355902,16.7391,62.309,1.971,20.0
