eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6675779819488525,0.0112,0.0,0.15479033025319144,0.15479031535203025,0.15479033025319144,0.15479032202397874,0.046165439106473985,0.046165439106473985,0.046165439106473985,0.47447580671016665,1.2547711480959123e-10,0.017037173733115196,11.6812,89.289,2.825,0
0.6220494508743286,0.0112,0.0,0.04009265867655709,0.04009265867655709,0.04009265867655709,0.05711205013646376,0.23357867531671278,0.23357867531671278,0.23357867531671278,0.43004248559449637,1.4833052841556338e-10,0.02063990943133831,11.7737,88.587,2.803,1.0
0.6340007781982422,0.0112,0.0,0.07781965700571969,0.07781966445630029,0.07781965700571969,0.08168178516746367,0.2721559400183586,0.2721559400183586,0.2721559400183586,0.4389393618387958,1.7006129837682238e-10,0.023142436519265175,11.8453,88.052,2.786,2.0
0.6180924773216248,0.0112,0.0,0.0026098373752312387,0.0026098522763924326,0.0026098373752312387,0.03818176719623466,0.19195771663095215,0.19195771663095215,0.19195771663095215,0.42684124409488583,1.493016127396274e-10,0.022236555814743042,11.7536,88.739,2.808,3.0
0.6281035542488098,0.0112,0.0,0.06257672277872994,0.06257672277872994,0.06257672277872994,0.06257672312161383,0.2569568183483808,0.2569568183483808,0.2569568183483808,0.434659306764967,3.0393465522138285e-10,0.04459891840815544,11.8412,88.082,2.787,4.0
0.618076741695404,0.0112,0.0,0.0007817861217780386,0.0007817712206168448,0.0007817861217780386,0.03535480644421744,0.19438199634634296,0.19438199634634296,0.19438199634634296,0.42682776493739705,6.400326242328447e-07,80.74089813232422,11.792,88.45,2.799,5.0
0.6189828515052795,0.0112,0.0,0.019901681266375038,0.019901681266375038,0.019901681266375038,0.03425792399668855,0.1756746819241049,0.1756746819241049,0.1756746819241049,0.42761893779563975,7.675286610719922e-07,99.16494750976562,11.7984,88.402,2.797,6.0
0.6197754144668579,0.0112,0.0,0.027309584937639686,0.027309570036478492,0.027309584937639686,0.048802960296148085,0.16637064643697108,0.16637064643697108,0.16637064643697108,0.4283225860505845,8.573836680625391e-07,109.7414321899414,11.7723,88.598,2.803,7.0
0.6185862421989441,0.0112,0.0,0.014906871638842079,0.014906856737680885,0.014906871638842079,0.03286738289396919,0.1806551294610233,0.1806551294610233,0.1806551294610233,0.42727016720772004,1.0056537576019764e-06,123.20194244384766,11.9054,87.607,2.772,8.0
0.6191068291664124,0.0112,0.0,0.021208274684496375,0.02120828958565757,0.021208274684496375,0.028270772239505842,0.17341325227046175,0.17341325227046175,0.17341325227046175,0.4277283617892184,9.841278370004147e-07,119.85094451904297,11.7924,88.447,2.798,9.0
0.6264073848724365,0.0112,0.0,0.06151692899281547,0.06151692899281547,0.06151692899281547,0.06151696002380502,0.131302761780107,0.131302761780107,0.131302761780107,0.4343959777946274,9.643239309298224e-07,123.7969741821289,11.7888,88.474,2.799,10.0
0.6440272331237793,0.0112,0.0,0.110509443603106,0.110509443603106,0.110509443603106,0.11050946109018302,0.08340977805229985,0.08340977805229985,0.08340977805229985,0.45125275076346094,9.640940561439493e-07,129.73460388183594,11.8758,87.825,2.779,11.0
0.6494763493537903,0.0112,0.0,0.12195758851582572,0.12195761831814811,0.12195758851582572,0.12195761811813254,0.0730751353965167,0.0730751353965167,0.0730751353965167,0.4565792530916148,9.645349337006337e-07,116.7425308227539,11.7927,88.444,2.798,12.0
0.6476324200630188,0.0112,0.0,0.11818890603596732,0.11818890603596732,0.11818890603596732,0.11818892958065924,0.0776707559738269,0.0776707559738269,0.0776707559738269,0.45477261842465344,9.657487680669874e-07,119.36573028564453,11.8554,87.977,2.784,13.0
0.6447917819023132,0.0112,0.0,0.11217867168004081,0.11217867168004081,0.11217867168004081,0.11217868322379751,0.08078753245299751,0.08078753245299751,0.08078753245299751,0.45199780369782055,8.433089533355087e-07,106.1661605834961,11.7764,88.567,2.802,14.0
