eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6719067692756653,0.0044,-0.009829903590476216,0.06635432098192999,1.5288037502614316e-09,0.0010116318007931113,11.0976,93.984,2.974,0
0.6269252896308899,0.0044,0.0,0.04704271746961863,2.2140891342559144e-09,-0.0019970175344496965,11.1674,93.397,2.955,1.0
0.6209214925765991,0.0044,0.0,0.03650977913279549,2.233415896668589e-09,-5.3023919463157654e-05,11.181,93.283,2.951,2.0
0.6221762895584106,0.0044,0.0,0.026249972823025044,2.0910420062136836e-09,0.00038605244481004775,11.172,93.358,2.954,3.0
0.6173034906387329,0.0044,0.0,0.0018336756917454247,2.2861286197439767e-09,2.880580723285675e-05,11.186,93.242,2.95,4.0
0.6200665235519409,0.0044,0.0,0.03143122395070147,2.32025354485188e-09,0.00014074519276618958,11.1822,93.273,2.951,5.0
0.6188276410102844,0.0044,0.0,0.010261249222211388,2.1541761707766227e-09,-0.00015668322157580405,11.1742,93.34,2.953,6.0
0.6191784143447876,0.0044,0.0,0.01771063772623971,2.217973360529868e-09,-0.00018354132771492004,11.1882,93.223,2.95,7.0
0.6186037659645081,0.0044,0.0,0.015548121609143761,2.217973360529868e-09,-0.00018354132771492004,11.1589,93.468,2.957,8.0
0.620198667049408,0.0044,0.0,0.018254589714459923,2.217973360529868e-09,-0.00018354132771492004,11.1788,93.301,2.952,9.0
0.6187756061553955,0.0044,0.0,0.01588304010813668,2.217973360529868e-09,-0.00018354132771492004,11.1819,93.276,2.951,10.0
0.6185179948806763,0.0044,0.0,0.020476829685620812,2.217973360529868e-09,-0.00018354132771492004,11.1662,93.407,2.955,11.0
0.6192293763160706,0.0044,0.0,0.01740159467219854,2.217973360529868e-09,-0.00018354132771492004,11.1626,93.437,2.956,12.0
0.6205143332481384,0.0044,0.0,0.02338131876485578,2.217973360529868e-09,-0.00018354132771492004,11.1827,93.269,2.951,13.0
0.6209319829940796,0.0044,0.0,0.021622461474867585,2.217973360529868e-09,-0.00018354132771492004,11.1643,93.423,2.956,14.0
0.6198025941848755,0.0044,0.0,0.018361004121237236,2.217973360529868e-09,-0.00018354132771492004,11.1816,93.279,2.951,15.0
0.6195290684700012,0.0044,0.0,0.017603867520307653,2.217973360529868e-09,-0.00018354132771492004,11.1766,93.32,2.953,16.0
0.6197778582572937,0.0044,0.0,0.018448682267965283,2.217973360529868e-09,-0.00018354132771492004,11.181,93.283,2.951,17.0
0.6196595430374146,0.0044,0.0,0.01826412497179392,2.217973360529868e-09,-0.00018354132771492004,11.1699,93.376,2.954,18.0
0.619587779045105,0.0044,0.0,0.023031925880783222,2.217973360529868e-09,-0.00018354132771492004,11.1839,93.259,2.951,19.0
0.6181538701057434,0.0044,0.0,0.017709803261212853,2.217973360529868e-09,-0.00018354132771492004,11.188,93.225,2.95,20.0
