eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6719067692756653,0.0044,-0.009829903590476216,0.06635432098192999,1.5288037502614316e-09,0.0010116318007931113,11.4554,91.049,2.881,0
0.66726154088974,0.0044,-0.05554161094113087,0.08521623545159314,1.7223934500876226e-09,0.002581469714641571,11.1255,93.749,2.966,1.0
0.6316483020782471,0.0044,0.0,0.04489608201861724,2.371052687522024e-09,0.006032247096300125,11.1336,93.68,2.964,2.0
0.6249328255653381,0.0044,0.0,0.049737885494360166,2.5221993382729124e-09,0.005829055327922106,11.1225,93.774,2.967,3.0
0.6236666440963745,0.0044,0.0,0.025627776051756326,2.578152136223366e-09,0.00642424589022994,11.1185,93.808,2.968,4.0
0.6240851283073425,0.0044,0.0,0.051278520350488216,2.9588893557530582e-09,0.006317943334579468,11.1331,93.685,2.964,5.0
0.6202294230461121,0.0044,0.0,0.017322128479684208,2.7136668467875324e-09,0.00643528439104557,11.1376,93.647,2.963,6.0
0.6240987777709961,0.0044,0.0,0.03699835834887203,2.5186182028846815e-09,0.006239924114197493,11.1327,93.688,2.964,7.0
0.617728590965271,0.0044,0.0,0.010807707805761539,3.0601086109527387e-09,0.0066808597184717655,11.1416,93.613,2.962,8.0
0.6185382604598999,0.0044,0.0,0.02703631078522588,2.85255441490051e-09,0.008166673593223095,11.1344,93.674,2.964,9.0
0.6210229396820068,0.0044,0.0,0.013970315170653802,2.4837543133315876e-09,0.007829799316823483,11.1323,93.692,2.964,10.0
0.6244853734970093,0.0044,0.0,0.0380850797188705,2.6424231691635214e-09,0.006018659565597773,11.1264,93.741,2.966,11.0
0.6212126612663269,0.0044,0.0,0.019563889229171932,2.694908518563466e-09,0.004769264254719019,11.1156,93.832,2.969,12.0
0.6234737634658813,0.0044,0.0,0.025618431723586448,2.593045111964898e-09,0.005396953318268061,11.1287,93.722,2.965,13.0
0.6205340623855591,0.0044,0.0,0.024786116064223398,2.8626345738302916e-09,0.0055247885175049305,11.1214,93.784,2.967,14.0
0.6263777017593384,0.0044,0.0,0.04042495634274655,2.5471915687802493e-09,0.006328253541141748,11.1183,93.809,2.968,15.0
0.620044469833374,0.0044,0.0,0.022828175374668344,2.5862998409564852e-09,0.0063321455381810665,11.1161,93.828,2.969,16.0
0.6166030168533325,0.0044,0.0,0.003934012620583925,2.725793590840908e-09,0.006032342556864023,11.1317,93.696,2.964,17.0
0.6183298230171204,0.0044,0.0,0.01003802982752755,2.732046366915597e-09,0.006288342177867889,11.1166,93.823,2.969,18.0
0.6182491779327393,0.0044,0.0,0.017394256271771935,2.772670315565051e-09,0.0063811554573476315,11.1288,93.721,2.965,19.0
0.6188204288482666,0.0044,0.0,0.017295491375379113,2.748113958617182e-09,0.006360020488500595,11.1606,93.454,2.957,20.0
