eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.6663450598716736,0.0094,0.0,0.15254436763340995,0.15254435273224876,0.15254436763340995,0.15254434163138372,0.05016077879176958,0.05016077879176958,0.05016077879176958,0.47324999851204197,3.5204075765626897e-10,0.04834617301821709,14.0747,74.104,2.345,0
0.6176208257675171,0.0094,0.0,0.0016736504215522086,0.0016736504215522086,0.0016736504215522086,0.05537247337750939,0.19624297610865343,0.19624297610865343,0.19624297610865343,0.4264397520817992,3.4055838704638575e-10,0.04832540079951286,18.6919,55.8,1.765,1.0
0.533437192440033,0.0094,0.4276924115731686,0.06332897002722132,0.1142419811984665,0.10168132429391563,0.07799858249159582,0.20474713549289356,0.20474713549289356,0.20474713549289356,0.35003466145446105,3.2470856559108086e-10,0.046996235847473145,18.8336,55.38,1.752,2.0
0.603497326374054,0.0094,0.3973416313039394,0.1367693557720971,0.14727216239657864,0.2091878917482164,0.13676934760003168,0.4057001873407931,0.4057001873407931,0.4057001873407931,0.36589670146133735,3.501649248338623e-10,0.04637327790260315,18.7086,55.75,1.764,3.0
0.5287798047065735,0.0094,0.4697708172649808,0.10091660446768638,0.12963133769543805,0.1820207650500133,0.10110480936238772,0.3886321453947099,0.39284015144020573,0.39284015144020573,0.3223945197290598,3.568819406662982e-10,0.04987692832946777,18.5812,56.132,1.776,4.0
0.5534564256668091,0.0094,0.4709975754506614,0.12118291631983891,0.14403971120865156,0.2366516790558807,0.11775690111423613,0.39999723461762293,0.41257181438623663,0.41257181438623663,0.33189541991456456,3.73499148276224e-10,0.05640401318669319,18.8102,55.449,1.754,5.0
0.4511573612689972,0.0094,0.5153742778418894,0.059489195264540176,0.07725799591963609,0.0894793711210552,0.06019584478833646,0.37510890701977756,0.3744440941945476,0.3744440941945476,0.2805172302643643,4.705213996203383e-10,0.06518175452947617,18.6451,55.94,1.77,6.0
0.4613948166370392,0.0094,0.5221760895479017,0.07948227125297687,0.0814920038499174,0.1283111305946999,0.07860996836326727,0.3780817809812103,0.3897152526602364,0.3897152526602364,0.28489001270511766,4.247908691468183e-10,0.06431467831134796,18.7909,55.506,1.756,7.0
0.5199658870697021,0.0094,0.5077854223436783,0.10363907879173814,0.12181112816698372,0.2073316784466014,0.1035041219321788,0.39289038657478087,0.4117410833432142,0.4117410833432142,0.3091127925750214,4.267614317488011e-10,0.062190547585487366,18.69,55.805,1.766,8.0
0.5787739157676697,0.0094,0.5045859154729114,0.12739411073585943,0.13414453322198222,0.22494938840036804,0.12739414702440155,0.4190734710631242,0.43850677787957576,0.43850677787957576,0.31975659852904986,5.170856520742007e-10,0.07248551398515701,18.6831,55.826,1.766,9.0
0.4889388978481293,0.0094,0.5495093920893817,0.10462400537209224,0.11358849888387085,0.23571231054223102,0.10089615847440377,0.4094261017518047,0.4273405785378594,0.4273405785378594,0.2867807929523527,6.092856774664313e-10,0.0837392508983612,18.6089,56.048,1.773,10.0
0.5690473914146423,0.0094,0.5322407163754954,0.11719330993846186,0.13113329286864767,0.1993527019416893,0.11719330165210186,0.41791188729608936,0.42636686440267935,0.42636686440267935,0.30999286928799863,6.825568443780128e-10,0.08713512867689133,18.611,56.042,1.773,11.0
0.5193620920181274,0.0094,0.5731072389988161,0.10806347562619847,0.10972114397196789,0.20817081031111095,0.1023142636108033,0.41576944347824457,0.42563867473247985,0.42563867473247985,0.28985459793131546,6.278544906201944e-10,0.08603500574827194,18.5341,56.275,1.781,12.0
0.6694562435150146,0.0094,0.5195507974542425,0.14065809469323598,0.15155869856305343,0.37826363437147026,0.1402811125735194,0.44082858865903607,0.45330353395357975,0.45330353395357975,0.3305064756408407,5.84464032726828e-10,0.082320936024189,18.4238,56.612,1.791,13.0
0.6275061964988708,0.0094,0.5392823485107089,0.13535928817631984,0.13680618195745414,0.34836265397450283,0.13535934440927333,0.42881717436850153,0.4435918858187311,0.4435918858187311,0.3121624938081576,6.43372743969195e-10,0.08296231925487518,18.433,56.583,1.79,14.0
0.7103491425514221,0.0094,0.5207572018426233,0.1478826552200866,0.15484435749548275,0.2885051155990025,0.14788264561933848,0.43668442972846877,0.45803195330442026,0.45803195330442026,0.33344082379392964,5.932558333476834e-10,0.08167577534914017,18.3863,56.727,1.795,15.0
0.6445060968399048,0.0094,0.5316372091056994,0.1407283365669324,0.14072964726951712,0.23937936929556036,0.1407283518824116,0.4317586990582489,0.4479929837616998,0.4479929837616998,0.31442721422155495,6.64423793761415e-10,0.0888749361038208,18.3035,56.984,1.803,16.0
0.6989827156066895,0.0094,0.5525419370166811,0.14691176556215077,0.1478854334196174,0.254292368888855,0.13881919928045078,0.4376767132524735,0.4585344632935718,0.4585344632935718,0.3206027055761384,6.316819844975896e-10,0.08465463668107986,18.31,56.963,1.802,17.0
0.6389632225036621,0.0094,0.5521069582827846,0.1360885466619512,0.13728189494993004,0.2967645790841844,0.13608853620399336,0.4399510357500249,0.4577396013421271,0.4577396013421271,0.3089092107027626,6.500044946733397e-10,0.08645816892385483,18.2048,57.293,1.813,18.0
