eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
4.246679782867432,0.0091,-0.07897182207583714,0.47340513207196966,3.724683894645864e-09,-0.0014452207833528519,11.9788,87.071,2.755,0
0.9162130355834961,0.0091,0.028322571697940585,0.21053306951275952,1.2655315906329179e-08,0.05291653051972389,12.1121,86.112,2.725,1.0
0.7349611520767212,0.0091,0.03263093010696473,0.08606594103751909,2.3176349728259993e-08,-0.09561357647180557,11.7162,89.022,2.817,2.0
0.7767209410667419,0.0091,-0.00391736430695724,0.13911671932225947,2.8890402958836603e-08,-0.14561818540096283,11.9585,87.218,2.76,3.0
0.8282025456428528,0.0091,0.025690322354642595,0.1879371612092564,3.292370820418e-08,-0.1254398226737976,11.5113,90.606,2.867,4.0
0.7374560236930847,0.0091,-0.028361527375740967,0.11563821704138502,3.913494950325003e-08,-0.2561415731906891,11.6078,89.853,2.843,5.0
0.7574595212936401,0.0091,0.01943977434703241,0.14036998418467844,3.748573362827301e-08,-0.4491804838180542,11.5125,90.598,2.866,6.0
0.804972231388092,0.0091,0.00286100001416597,0.1768368066557302,4.073687520644853e-08,-0.44373175501823425,12.0889,86.278,2.73,7.0
0.6634165048599243,0.0091,0.06623755948445813,0.10003121044354608,3.824970917776227e-08,-0.37080132961273193,11.5158,90.571,2.866,8.0
0.7769659161567688,0.0091,0.03479330099568123,0.10441254306502448,4.0042021254294013e-08,-0.3421914279460907,11.6139,89.806,2.841,9.0
0.7220262885093689,0.0091,-0.04668525585547018,0.11829316221741908,3.867899067699909e-08,-0.393295019865036,11.8167,88.265,2.793,10.0
0.7736786603927612,0.0091,-0.02465343758941011,0.12893095386794065,4.638180328697672e-08,-0.3696664571762085,12.0302,86.699,2.743,11.0
0.6999971866607666,0.0091,-0.023156201795729782,0.09765505053510146,4.775938577950001e-08,-0.37029018998146057,11.5989,89.922,2.845,12.0
0.6940896511077881,0.0091,0.004051913348362995,0.09783442439877517,5.3507392294704914e-08,-0.40583157539367676,12.1191,86.062,2.723,13.0
0.6866287589073181,0.0091,0.006434621036303265,0.08624942042112121,4.272624209988862e-08,-0.3736487329006195,11.5488,90.313,2.857,14.0
0.7363898158073425,0.0091,-0.020702674026557004,0.12064724251956518,3.553577698767185e-08,-0.33284610509872437,12.0529,86.535,2.738,15.0
0.7209100723266602,0.0091,0.00286100001416597,0.11577475493843467,4.3680000061385726e-08,-0.31543493270874023,11.5542,90.27,2.856,16.0
0.6642231941223145,0.0091,-0.016334423518002312,0.0828004817720342,4.7412566317461824e-08,-0.3406014144420624,11.5868,90.016,2.848,17.0
0.6963294148445129,0.0091,-0.023156201795729782,0.09897038532012033,4.1422026697546244e-08,-0.34551623463630676,12.0071,86.865,2.748,18.0
0.6986775398254395,0.0091,-0.046381696409142366,0.09748309993561025,4.465982783585787e-08,-0.3532537519931793,11.7082,89.083,2.819,19.0
0.6917361617088318,0.0091,-0.02929206145132745,0.09817833731295621,4.4869619131304717e-08,-0.3537846505641937,11.6143,89.803,2.841,20.0
