eval_loss,eval_matthews_correlation,eval_ece,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.5422403216362,0.3280271181963593,0.08161762136740973,2.1627784008160233e-09,-0.0006640131468884647,16.0688,64.908,2.054,1.0
0.47224849462509155,0.4851796675766231,0.057423067972964065,2.4495723227602184e-09,-0.0006186247919686139,16.1412,64.617,2.044,2.0
0.506669282913208,0.5100838064555473,0.0870587685192763,2.5147528504021466e-09,-0.0008847452700138092,16.1416,64.616,2.044,3.0
0.4950576722621918,0.5075232924597609,0.08490083224478523,2.396366882706502e-09,-0.001681950525380671,16.2036,64.369,2.037,4.0
0.4379090368747711,0.5512772054945002,0.07561819202490758,2.3128450266085565e-09,-0.0022536825854331255,16.1944,64.405,2.038,5.0
0.41291528940200806,0.5647660677080502,0.06288314117109788,2.262898535221325e-09,-0.002453913912177086,16.1116,64.736,2.048,6.0
0.4685061573982239,0.5569945850020542,0.0940212590239535,2.4121316055669695e-09,-0.0017427349230274558,16.0319,65.058,2.058,7.0
0.5257229208946228,0.5520661099098646,0.11256232643401748,2.4366879625148385e-09,-0.0014714114367961884,16.0702,64.903,2.053,8.0
0.5163211822509766,0.5728803433047456,0.10847554007975509,2.958283173981613e-09,-0.0014621926238760352,15.95,65.392,2.069,9.0
0.44600969552993774,0.6008788381144764,0.08267853684073329,2.323607306564668e-09,-0.0017074873903766274,15.924,65.499,2.072,10.0
0.4610346257686615,0.5960380981891474,0.09763221612712678,2.504293661331758e-09,-0.0019889671821147203,15.8651,65.742,2.08,11.0
0.49586260318756104,0.5907413763612096,0.10396667260565903,2.7160542703796864e-09,-0.0019132345914840698,15.9448,65.413,2.07,12.0
0.495402455329895,0.6031932328167873,0.09868233555915369,2.503232510164821e-09,-0.001536726369522512,15.9611,65.346,2.068,13.0
0.4599883258342743,0.6182612681257411,0.0986061526510654,2.579023883342302e-09,-0.0014185489853844047,16.0271,65.077,2.059,14.0
0.5938759446144104,0.582897151722857,0.11991186892883429,2.603580240290171e-09,-0.0016657548258081079,16.0457,65.002,2.057,15.0
0.5290488600730896,0.5906590396340186,0.1114064978501712,2.147923394701934e-09,-0.0014279838651418686,15.9372,65.444,2.071,16.0
0.5469536781311035,0.6182197264087645,0.11906818889817251,2.2255335352383554e-09,-0.001344741671346128,16.0629,64.932,2.054,17.0
0.5636569261550903,0.620765149261144,0.11847787998323815,2.572202673079005e-09,-0.0013966982951387763,16.0293,65.068,2.059,18.0
0.5751053094863892,0.6107029287090541,0.12190312975776507,2.3419488570652902e-09,-0.0013641094556078315,16.0179,65.115,2.06,19.0
0.5606245994567871,0.6157593279004692,0.12090999910952606,2.486255423761463e-09,-0.0013824118068441749,15.4648,67.443,2.134,20.0
