eval_loss,eval_matthews_correlation,eval_ece,eval_hyper_B_std,eval_hyper_B_mean,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.5336863994598389,0.3968604425696697,0.09737882700999652,1.4728011032971722e-09,0.002637917874380946,11.0923,94.029,2.975,1.0
0.40835240483283997,0.5549381063161408,0.04654266484517494,1.7335111124339164e-09,0.004520397633314133,11.0965,93.994,2.974,2.0
0.46770212054252625,0.5132479296361289,0.09475982600639099,1.981852904009429e-09,0.004698220174759626,11.0682,94.234,2.982,3.0
0.46649956703186035,0.5311708468019721,0.0908997205736996,2.0828114788429275e-09,0.00560847669839859,11.0792,94.14,2.979,4.0
0.43535271286964417,0.5325068699355778,0.08947167083378152,1.983046615805506e-09,0.00557706831023097,11.0518,94.374,2.986,5.0
0.42868682742118835,0.5799504696103684,0.08603690460338578,2.0121693200536583e-09,0.005303265061229467,11.0785,94.146,2.979,6.0
0.5205380320549011,0.5653604748370356,0.11191595715050043,2.1003476735614868e-09,0.005270805675536394,11.0758,94.169,2.979,7.0
0.5030674338340759,0.5520738806744706,0.11847781574966124,2.001262489059741e-09,0.0045109945349395275,11.0501,94.388,2.986,8.0
0.5707683563232422,0.5495093920893817,0.1301493954452778,2.023810452556063e-09,0.004571860656142235,11.0606,94.299,2.984,9.0
0.46043193340301514,0.5701743615529957,0.10264395507390064,1.9891264191329583e-09,0.004262513946741819,11.0743,94.182,2.98,10.0
0.5379639863967896,0.5752957675685068,0.12167833218295643,2.0412187495821854e-09,0.004272602032870054,11.0616,94.291,2.983,11.0
0.6091839671134949,0.5650322558145829,0.14085580627161615,2.0479002937889845e-09,0.003973491955548525,11.0531,94.362,2.986,12.0
0.5636997222900391,0.5905946226995304,0.13176509220785282,2.0197326033866148e-09,0.004182435106486082,11.0416,94.461,2.989,13.0
0.5666967630386353,0.5937869861492439,0.12622615292111158,1.9994292888014797e-09,0.004624666180461645,11.0825,94.112,2.978,14.0
0.6617087721824646,0.559827888599451,0.14227655269955633,2.0178074766619147e-09,0.0045044906437397,11.0657,94.255,2.982,15.0
0.6336246728897095,0.5803715696880752,0.1350033526109712,2.0935218003614864e-09,0.004500881768763065,11.0726,94.197,2.98,16.0
0.6489506363868713,0.5830721251992148,0.1340603659274137,2.0886226081984205e-09,0.004430627916008234,11.052,94.372,2.986,17.0
0.6843842267990112,0.5908413057707468,0.13913763592364342,2.084817651848425e-09,0.004489269573241472,11.0631,94.277,2.983,18.0
0.6806740164756775,0.582897151722857,0.14056113450890645,2.0404609113455763e-09,0.004431399516761303,11.0488,94.399,2.987,19.0
0.6535468101501465,0.5831040124744803,0.1400281399459875,2.0372468156892864e-09,0.004434050992131233,11.1164,93.825,2.969,20.0
