eval_loss,eval_matthews_correlation,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.7934998869895935,0.5905946226995304,0.14323774720198357,17.3742,60.032,1.899,23.0
1.0699068307876587,0.5710666404909023,0.16147369294930047,17.4876,59.642,1.887,24.0
0.8776946663856506,0.5535710170134831,0.15790028728666147,17.4284,59.845,1.893,25.0
0.8610771298408508,0.6064593797294897,0.14154167629042613,17.3982,59.949,1.897,26.0
0.9392289519309998,0.5863126487431982,0.14914926129356673,17.7768,58.672,1.856,27.0
0.8229149580001831,0.6074859770059695,0.13916329786624343,17.1929,60.665,1.919,28.0
0.8968576192855835,0.5905484639384344,0.15506471260624904,17.7937,58.616,1.855,29.0
0.8268852829933167,0.5906754216978504,0.1517269401628013,17.1316,60.882,1.926,30.0
0.9681432843208313,0.5650034395953757,0.16575655544021328,17.5008,59.597,1.886,31.0
0.8751867413520813,0.5858661515147512,0.14878845814890507,16.9991,61.356,1.941,32.0
0.9217891097068787,0.5879759000771466,0.15407966321632477,17.4696,59.704,1.889,33.0
0.9310837388038635,0.5881989399089292,0.1536549816081302,17.479,59.671,1.888,34.0
0.9061679840087891,0.5841361508452911,0.1569643283507511,17.1321,60.88,1.926,35.0
0.8436628580093384,0.5959186748524787,0.14647773013933282,17.7394,58.796,1.86,36.0
1.067203164100647,0.5905946226995304,0.15429229001413708,17.0835,61.053,1.932,37.0
0.9854903817176819,0.6089852308846828,0.15128107741832278,17.6036,59.249,1.875,38.0
1.0603909492492676,0.5910166901400468,0.15775102445514644,17.3275,60.193,1.904,39.0
1.0173060894012451,0.5930546484314362,0.15659370838395703,17.3739,60.033,1.899,40.0
0.9721073508262634,0.598349211554662,0.1531640067768006,17.6095,59.229,1.874,41.0
1.1519367694854736,0.5759720510041162,0.1657853333399143,16.9385,61.576,1.948,42.0
0.9183387756347656,0.6006707792285204,0.1542771145458533,17.5259,59.512,1.883,43.0
0.9282407164573669,0.5886969865896993,0.15631571300649233,17.0325,61.236,1.937,44.0
1.0797703266143799,0.5808907008648269,0.16141081702103435,17.3557,60.096,1.901,45.0
1.019413709640503,0.6034053904179437,0.15332410525269846,17.0221,61.273,1.939,46.0
0.9092047810554504,0.5990351356363471,0.1536526947442089,17.4578,59.744,1.89,47.0
1.131522536277771,0.5981951351808346,0.1575215825184194,17.1369,60.863,1.926,48.0
0.8878483772277832,0.6112042583542696,0.14772757056346902,17.679,58.997,1.867,49.0
0.9900451302528381,0.575435670477595,0.16452926014436628,16.9642,61.482,1.945,50.0
1.177585244178772,0.575435670477595,0.1656024988637103,17.5188,59.536,1.884,51.0
1.105965495109558,0.5855361143791362,0.16366000554934212,17.009,61.32,1.94,52.0
1.1247442960739136,0.5804132033917235,0.1645208380023448,17.3199,60.22,1.905,53.0
1.1523847579956055,0.5835943612387946,0.16245663531788931,17.0837,61.052,1.932,54.0
1.1226545572280884,0.5924834238001306,0.15941610260869263,17.6176,59.202,1.873,55.0
1.024544596672058,0.5884139541276108,0.1581818640860706,17.1521,60.809,1.924,56.0
1.1475037336349487,0.5804132033917235,0.16456850148801716,17.5761,59.342,1.878,57.0
1.1195846796035767,0.5931314229261737,0.15768257477825234,17.1065,60.971,1.929,58.0
1.1772706508636475,0.5807484475986369,0.16488930528710236,17.5171,59.542,1.884,59.0
1.2071150541305542,0.6031588333778671,0.15674278617248094,17.05,61.173,1.935,60.0
1.1764039993286133,0.5906754216978504,0.1612032039853551,17.4358,59.819,1.893,61.0
1.182059645652771,0.5934048733741295,0.16234793724744004,17.3311,60.181,1.904,62.0
1.1369340419769287,0.6032460132601336,0.15899025370953523,17.2449,60.482,1.914,63.0
1.1247848272323608,0.5892439733711194,0.1599179194849038,17.0662,61.115,1.934,64.0
1.0759522914886475,0.5939552264856284,0.15799103675844114,17.5689,59.366,1.878,65.0
1.1068143844604492,0.5998744465597263,0.1609722385584794,16.9219,61.636,1.95,66.0
1.1747767925262451,0.5933815828411364,0.16097944449144036,17.4877,59.642,1.887,67.0
1.2557430267333984,0.5937869861492439,0.16138913830311846,17.0693,61.104,1.933,68.0
1.2101166248321533,0.5961744294806522,0.15992481596517877,17.3924,59.969,1.897,69.0
1.0902328491210938,0.601243977092561,0.15648535176868747,17.3155,60.235,1.906,70.0
1.1683636903762817,0.6035113508865858,0.1589389239381624,17.2243,60.554,1.916,71.0
1.2470544576644897,0.6033168402681877,0.15842379808197313,17.6087,59.232,1.874,72.0
1.295036792755127,0.6056766490257713,0.1614665192474226,17.0731,61.09,1.933,73.0
1.262974739074707,0.6059289186179461,0.1565412185221825,17.5555,59.412,1.88,74.0
1.2464511394500732,0.6082287537654698,0.15789840611149686,17.2756,60.374,1.91,75.0
1.1994099617004395,0.6059289186179461,0.15849381662398032,17.4527,59.762,1.891,76.0
1.2493205070495605,0.6008788381144764,0.15766733004742822,17.4478,59.778,1.891,77.0
1.2269014120101929,0.6035113508865858,0.15595267220174358,17.3557,60.095,1.901,78.0
1.259920597076416,0.6031932328167873,0.1576248214205982,17.7233,58.849,1.862,79.0
1.2557625770568848,0.6007916142827379,0.15715930017277469,16.7768,62.169,1.967,80.0
