eval_loss,eval_model_preparation_time,eval_matthews_correlation,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.703010082244873,0.0042,0.0,0.20364211829716727,15.7935,66.04,2.089,0
0.5565365552902222,0.0042,0.0,0.13353414412084272,18.4697,56.471,1.787,1.0
0.4608877897262573,0.0042,0.5152333373313759,0.06906898498306566,18.7478,55.633,1.76,2.0
0.48025259375572205,0.0042,0.5180330680945964,0.07926359524091392,18.3086,56.968,1.802,3.0
0.47960564494132996,0.0042,0.5286178863044644,0.07440619757854358,18.6634,55.885,1.768,4.0
0.467769056558609,0.0042,0.5446151814563016,0.08780195249007053,18.7169,55.725,1.763,5.0
0.4074810743331909,0.0042,0.5807123762097498,0.06622677567135454,18.4086,56.658,1.793,6.0
0.4773099720478058,0.0042,0.5804530426643317,0.08955557354344615,18.9052,55.17,1.746,7.0
0.48057103157043457,0.0042,0.5547962503782369,0.09718434928361884,18.0836,57.676,1.825,8.0
0.5140145421028137,0.0042,0.5468969938757886,0.10857362543747959,18.8218,55.415,1.753,9.0
0.4646516442298889,0.0042,0.5909585115904812,0.09614622850088922,18.4776,56.447,1.786,10.0
0.49741458892822266,0.0042,0.5778111402851518,0.09902872192322468,18.697,55.784,1.765,11.0
0.44803258776664734,0.0042,0.5880544551678445,0.08774644970779569,18.5222,56.311,1.782,12.0
0.4948699474334717,0.0042,0.6138670730002377,0.10219578100645187,18.6758,55.848,1.767,13.0
0.443604052066803,0.0042,0.6134818519595254,0.07999593025200202,18.3341,56.889,1.8,14.0
0.6064967513084412,0.0042,0.5981951351808346,0.11876641538204871,18.4895,56.41,1.785,15.0
0.47151872515678406,0.0042,0.5956649094312695,0.09236088015089096,18.6914,55.801,1.766,16.0
0.6084955334663391,0.0042,0.5863075494785002,0.12187024033766805,18.5141,56.336,1.782,17.0
0.5917371511459351,0.0042,0.5857056435790745,0.11948673859995829,18.8525,55.324,1.75,18.0
0.5429877638816833,0.0042,0.5780903072486336,0.1140837639655957,18.4852,56.424,1.785,19.0
0.5619518160820007,0.0042,0.598349211554662,0.1140565263573527,18.8656,55.286,1.749,20.0
0.5794157981872559,0.0042,0.5915594326618774,0.1172697460091354,18.2296,57.215,1.81,21.0
0.6549904942512512,0.0042,0.5858225479416943,0.12715019681423986,18.8968,55.194,1.746,22.0
0.6562169194221497,0.0042,0.6006707792285204,0.1262330262567259,18.1683,57.408,1.816,23.0
0.6459472179412842,0.0042,0.5828923211172198,0.12716271921863723,18.8119,55.444,1.754,24.0
0.7950477600097656,0.0042,0.5424945551700884,0.14935266142952136,18.4273,56.601,1.791,25.0
0.6211050748825073,0.0042,0.5533153970335882,0.13383374209600574,18.7174,55.724,1.763,26.0
0.6798133254051208,0.0042,0.5727393770243,0.13287227385796158,18.6108,56.043,1.773,27.0
0.5811460018157959,0.0042,0.5905484639384344,0.11831885307655814,18.5869,56.115,1.775,28.0
0.757364809513092,0.0042,0.5633880074988443,0.14252677042669443,18.5122,56.341,1.783,29.0
0.7010257244110107,0.0042,0.5703223353398024,0.13802921069091253,18.5156,56.331,1.782,30.0
