eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_classwise_ece,eval_mce,eval_ace,eval_thresholded_ace_01,eval_thresholded_ace_001,eval_thresholded_ace_0001,eval_brier_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.8975789546966553,0.0033,0.3574007220216607,0.35373319873740955,0.3585783405639634,0.3873929119110107,0.39593194538075144,0.17092395022457688,0.17092395022457688,0.17092395022457688,0.690567749478204,3.4811,79.573,10.054,0
0.41211703419685364,0.0033,0.8267148014440433,0.023510519347896636,0.03843973122456443,0.04355953828148218,0.046848778690241726,0.28939670739890433,0.28939670739890433,0.28939670739890433,0.2571918849838123,5.2725,52.536,6.638,1.0
0.40634292364120483,0.0033,0.8339350180505415,0.04709605103365351,0.06129001353998478,0.18425938662360697,0.06091185317573135,0.343375563429877,0.343375563429877,0.343375563429877,0.24982783848616627,5.2668,52.594,6.645,2.0
0.6391634345054626,0.0033,0.8086642599277978,0.15130433128198564,0.15650673854813674,0.4956589937210083,0.15540256590619414,0.44617824446707643,0.4436550544632013,0.4436550544632013,0.32964337346884626,5.2813,52.449,6.627,3.0
0.6200108528137207,0.0033,0.8411552346570397,0.13390302249240535,0.1353782255367278,0.6009234189987183,0.12878398129225638,0.44609357611684314,0.45546705977628105,0.45546705977628105,0.29551582857546455,5.3129,52.137,6.588,4.0
0.6878052949905396,0.0033,0.8592057761732852,0.12293239298279963,0.13067355758043186,0.35332250595092773,0.12094236926481615,0.4349578717432985,0.4670341965723076,0.4670341965723076,0.2666204855151802,5.3343,51.928,6.561,5.0
0.9504456520080566,0.0033,0.8375451263537906,0.15771724192244052,0.1604167937926464,0.4213756322860718,0.14898401735491706,0.450615264972051,0.45083858759444917,0.4841564177431036,0.3165050708349039,5.3335,51.935,6.562,6.0
0.9980396032333374,0.0033,0.8375451263537906,0.1503778011790251,0.1573024392346532,0.4112370354788644,0.1503778474425581,0.47172208446145847,0.4717465591587181,0.4814205715252677,0.30877710895391386,5.2927,52.336,6.613,7.0
1.1050798892974854,0.0033,0.8194945848375451,0.16938646003227367,0.17038513881167805,0.7182406187057495,0.16938646433585822,0.4568782814249799,0.4622043561159323,0.4830467261202525,0.33823256979822824,5.3281,51.988,6.569,8.0
1.0389114618301392,0.0033,0.8483754512635379,0.15056748446144355,0.15056748820722207,0.4277474880218506,0.14439067384396223,0.4390001505920567,0.4656455670419092,0.4796090178263213,0.2996333654765921,5.293,52.333,6.613,9.0
1.0497381687164307,0.0033,0.8483754512635379,0.14699305394926654,0.15120646703882407,0.6990311741828918,0.1455420696778418,0.45396822856532204,0.49228969154303426,0.4794840700310799,0.29693031821877935,3.509,78.939,9.974,10.0
